cluster_ID	pN_pS	genome_name	gene_caller	num_genomes	category	cog_function
GC_00000003	0.030398899587345596	Sulfurovum_03	48446	22	R	COG0714
GC_00000003		Sulfurovum_03	48777	22	R	COG0714
GC_00000003		Sulfurovum_03	55468	22	R	COG0714
GC_00000003		Sulfurovum_03	58577	22	R	COG0714
GC_00000003		Sulfurovum_04	28535	22	R	COG0714
GC_00000003	0.11220171094101863	Sulfurovum_05	24125	22	R	COG0714
GC_00000003		Sulfurovum_06	34740	22	R	COG0714
GC_00000003		Sulfurovum_07	13838	22	R	COG0714
GC_00000003		Sulfurovum_08	9480	22	R	COG0714
GC_00000003		Sulfurovum_08	6503	22	R	COG0714
GC_00000003		Sulfurovum_08	7142	22	R	COG0714
GC_00000003	0.06926358329591441	Sulfurovum_09	18207	22	R	COG0714
GC_00000003	0.0	Sulfurovum_10	4083	22	R	COG0714
GC_00000003		Sulfurovum_11	1146	22	R	COG0714
GC_00000003	0.0	Sulfurovum_12	48823	22	R	COG0714
GC_00000003		Sulfurovum_13	6533	22	R	COG0714
GC_00000003		Sulfurovum_14	7712	22	R	COG0714
GC_00000003	0.07332878581173337	Sulfurovum_15	24634	22	R	COG0714
GC_00000003		Sulfurovum_16	7787	22	R	COG0714
GC_00000003		Sulfurovum_16	41203	22	R	COG0714
GC_00000003		Sulfurovum_16	2483	22	R	COG0714
GC_00000003		Sulfurovum_17	15734	22	R	COG0714
GC_00000003	0.04986338797814262	Sulfurovum_17	14177	22	R	COG0714
GC_00000003	0.0	Sulfurovum_18	41327	22	R	COG0714
GC_00000003	0.06613672496025501	Sulfurovum_18	49014	22	R	COG0714
GC_00000003		Sulfurovum_19	8527	22	R	COG0714
GC_00000003		Sulfurovum_19	510	22	R	COG0714
GC_00000003	0.0967937084089544	Sulfurovum_20	8870	22	R	COG0714
GC_00000003	0.15352519524981417	Sulfurovum_20	11236	22	R	COG0714
GC_00000003	0.0	Sulfurovum_21	17070	22	R	COG0714
GC_00000003	0.0	Sulfurovum_22	21648	22	R	COG0714
GC_00000004		Sulfurovum_01	27864	20	J|H	COG0799|COG1057
GC_00000004		Sulfurovum_02	1020	20	J	COG0799
GC_00000004		Sulfurovum_02	1021	20	H	COG1057
GC_00000004		Sulfurovum_03	26520	20	J	COG0799
GC_00000004		Sulfurovum_03	26521	20	H	COG1057
GC_00000004		Sulfurovum_04	13869	20	J	COG0799
GC_00000004		Sulfurovum_04	13870	20	H	COG1057
GC_00000004	0.16838487972508676	Sulfurovum_05	19382	20	J|H	COG0799|COG1057
GC_00000004		Sulfurovum_06	8544	20	J	COG0799
GC_00000004		Sulfurovum_06	8543	20	H	COG1057
GC_00000004		Sulfurovum_07	32036	20	J	COG0799
GC_00000004		Sulfurovum_07	32037	20	H	COG1057
GC_00000004		Sulfurovum_08	8738	20	J	COG0799
GC_00000004		Sulfurovum_08	8739	20	H	COG1057
GC_00000004		Sulfurovum_09	9772	20	H|J	COG0799|COG1057
GC_00000004		Sulfurovum_10	5601	20	J	COG0799
GC_00000004		Sulfurovum_10	5602	20	H	COG1057
GC_00000004		Sulfurovum_11	757	20	H	COG1057
GC_00000004		Sulfurovum_13	5438	20	J	COG0799
GC_00000004		Sulfurovum_13	5437	20	H	COG1057
GC_00000004	0.25023386342376175	Sulfurovum_14	23727	20	H	COG1057
GC_00000004	0.03732609433322024	Sulfurovum_15	95715	20	J	COG0799
GC_00000004	0.10310357958872743	Sulfurovum_15	95714	20	H	COG1057
GC_00000004		Sulfurovum_16	47124	20	J	COG0799
GC_00000004		Sulfurovum_16	47123	20	H	COG1057
GC_00000004		Sulfurovum_17	40242	20	J	COG0799
GC_00000004	0.08854166666666609	Sulfurovum_17	40243	20	H	COG1057
GC_00000004	0.23502066115702658	Sulfurovum_18	31262	20	H	COG1057
GC_00000004		Sulfurovum_19	12990	20	J	COG0799
GC_00000004		Sulfurovum_19	12989	20	H	COG1057
GC_00000004	1.0720513997246526	Sulfurovum_21	9941	20	H	COG1057
GC_00000004		Sulfurovum_22	4700	20	J	COG0799
GC_00000004		Sulfurovum_22	4699	20	H	COG1057
GC_00000005	0.0	Sulfurovum_02	15741	20	V	COG0841
GC_00000005		Sulfurovum_02	42686	20	V	COG0841
GC_00000005		Sulfurovum_02	55983	20	V	COG0841
GC_00000005	0.08169533169533029	Sulfurovum_03	5444	20	V	COG0841
GC_00000005		Sulfurovum_03	68463	20	V	COG0841
GC_00000005		Sulfurovum_03	23453	20	V	COG0841
GC_00000005		Sulfurovum_04	48088	20	V	COG0841
GC_00000005	0.14413518886679705	Sulfurovum_05	16971	20	V	COG0841
GC_00000005		Sulfurovum_06	23743	20	V	COG0841
GC_00000005		Sulfurovum_07	11396	20	V	COG0841
GC_00000005		Sulfurovum_08	16560	20	V	COG0841
GC_00000005	0.0	Sulfurovum_09	9766	20	V	COG0841
GC_00000005		Sulfurovum_10	9545	20	V	COG0841
GC_00000005		Sulfurovum_10	5017	20	V	COG0841
GC_00000005		Sulfurovum_11	763	20	V	COG0841
GC_00000005	0.056193055897561385	Sulfurovum_12	6481	20	V	COG0841
GC_00000005		Sulfurovum_13	16358	20	V	COG0841
GC_00000005	0.10494569037846507	Sulfurovum_15	22656	20	V	COG0841
GC_00000005		Sulfurovum_15	65319	20	V	COG0841
GC_00000005		Sulfurovum_16	53005	20	V	COG0841
GC_00000005		Sulfurovum_16	53000	20	V	COG0841
GC_00000005		Sulfurovum_17	40477	20	V	COG0841
GC_00000005	0.08349735833419517	Sulfurovum_17	20034	20	V	COG0841
GC_00000005	0.8619402985074498	Sulfurovum_18	12957	20	V	COG0841
GC_00000005	0.24127691165552703	Sulfurovum_18	70543	20	V	COG0841
GC_00000005	1.16202783300197	Sulfurovum_19	10883	20	V	COG0841
GC_00000005	0.5865361077111283	Sulfurovum_19	4800	20	V	COG0841
GC_00000005		Sulfurovum_19	4795	20	V	COG0841
GC_00000005	0.1144023689877944	Sulfurovum_20	2501	20	V	COG0841
GC_00000005	0.0827614420864217	Sulfurovum_20	8321	20	V	COG0841
GC_00000005	0.09545115585383902	Sulfurovum_21	6217	20	V	COG0841
GC_00000005	0.08180824911226302	Sulfurovum_21	35095	20	V	COG0841
GC_00000005	0.12394999297654016	Sulfurovum_22	8215	20	V	COG0841
GC_00000006		Sulfurovum_01	51639	19	C	COG0039
GC_00000006		Sulfurovum_01	58508	19	C	COG0039
GC_00000006		Sulfurovum_02	16388	19	C	COG0039
GC_00000006		Sulfurovum_02	16387	19	C	COG0039
GC_00000006	0.01816848623105773	Sulfurovum_03	49795	19	C	COG0039
GC_00000006	0.05417439703154048	Sulfurovum_03	49796	19	C	COG0039
GC_00000006	0.07377049180327948	Sulfurovum_04	71274	19	C	COG0039
GC_00000006	0.2979591836734726	Sulfurovum_04	59937	19	C	COG0039
GC_00000006		Sulfurovum_06	19011	19	C	COG0039
GC_00000006	0.0	Sulfurovum_07	22188	19	C	COG0039
GC_00000006		Sulfurovum_08	4814	19	C	COG0039
GC_00000006		Sulfurovum_09	19194	19	C	COG0039
GC_00000006	0.059134396355353704	Sulfurovum_10	5741	19	C	COG0039
GC_00000006		Sulfurovum_10	5744	19	C	COG0039
GC_00000006		Sulfurovum_11	7771	19	C	COG0039
GC_00000006	0.0	Sulfurovum_12	39797	19	C	COG0039
GC_00000006	0.0	Sulfurovum_12	39800	19	C	COG0039
GC_00000006		Sulfurovum_13	32110	19	C	COG0039
GC_00000006		Sulfurovum_13	25215	19	C	COG0039
GC_00000006	0.5164458656921023	Sulfurovum_14	64974	19	C	COG0039
GC_00000006	0.0	Sulfurovum_14	28715	19	C	COG0039
GC_00000006	0.14933577645442211	Sulfurovum_15	16211	19	C	COG0039
GC_00000006	0.0	Sulfurovum_15	16212	19	C	COG0039
GC_00000006		Sulfurovum_16	30750	19	C	COG0039
GC_00000006	inf	Sulfurovum_16	30747	19	C	COG0039
GC_00000006	0.04967290430549269	Sulfurovum_17	43589	19	C	COG0039
GC_00000006		Sulfurovum_17	43588	19	C	COG0039
GC_00000006		Sulfurovum_18	81110	19	C	COG0039
GC_00000006		Sulfurovum_19	8203	19	C	COG0039
GC_00000006		Sulfurovum_19	8206	19	C	COG0039
GC_00000006	0.04595774000918748	Sulfurovum_22	23282	19	C	COG0039
GC_00000006	0.07448979591836816	Sulfurovum_22	33257	19	C	COG0039
GC_00000007		Sulfurovum_01	30751	21	O	COG0694|COG0822
GC_00000007	0.0	Sulfurovum_02	17259	21	O	COG0694|COG0822
GC_00000007	0.029931376843335064	Sulfurovum_03	21826	21	O	COG0694|COG0822
GC_00000007	0.3139232270657078	Sulfurovum_04	13377	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_05	23324	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_06	36908	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_06	32596	21	O	COG0694|COG0822
GC_00000007	0.05398995535714206	Sulfurovum_07	22562	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_08	16917	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_08	20938	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_09	19376	21	O	COG0694|COG0822
GC_00000007	0.1431977950512506	Sulfurovum_10	7214	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_11	2004	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_11	3349	21	O	COG0694|COG0822
GC_00000007	0.07773867135943746	Sulfurovum_12	59403	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_14	21683	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_14	49243	21	O	COG0694|COG0822
GC_00000007	0.04194078947368458	Sulfurovum_15	3411	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_16	13449	21	O	COG0694|COG0822
GC_00000007	0.0	Sulfurovum_17	8305	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_17	120784	21	O	COG0694|COG0822
GC_00000007	0.0	Sulfurovum_18	74512	21	O	COG0694|COG0822
GC_00000007	0.20539419087137095	Sulfurovum_18	91549	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_18	74511	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_18	90051	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_19	3157	21	O	COG0694|COG0822
GC_00000007	0.05334491746307606	Sulfurovum_20	10546	21	O	COG0694|COG0822
GC_00000007	0.0	Sulfurovum_21	13447	21	O	COG0694|COG0822
GC_00000007	0.06846473029045698	Sulfurovum_21	10926	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_21	32540	21	O	COG0694|COG0822
GC_00000007		Sulfurovum_22	17428	21	O	COG0694|COG0822
GC_00000007	0.2815533980582549	Sulfurovum_22	29160	21	O	COG0694|COG0822
GC_00000008		Sulfurovum_01	23299	22	V	COG0841
GC_00000008	0.0	Sulfurovum_02	42685	22	V	COG0841
GC_00000008		Sulfurovum_02	15740	22	V	COG0841
GC_00000008	0.0	Sulfurovum_03	5443	22	V	COG0841
GC_00000008		Sulfurovum_03	68464	22	V	COG0841
GC_00000008	0.0	Sulfurovum_04	48087	22	V	COG0841
GC_00000008	0.0	Sulfurovum_05	16972	22	V	COG0841
GC_00000008		Sulfurovum_06	23742	22	V	COG0841
GC_00000008	0.0	Sulfurovum_07	11397	22	V	COG0841
GC_00000008		Sulfurovum_08	16561	22	V	COG0841
GC_00000008	0.0352028639618135	Sulfurovum_09	9765	22	V	COG0841
GC_00000008	0.0	Sulfurovum_10	5018	22	V	COG0841
GC_00000008		Sulfurovum_11	764	22	V	COG0841
GC_00000008		Sulfurovum_12	6480	22	V	COG0841
GC_00000008	0.0	Sulfurovum_13	16359	22	V	COG0841
GC_00000008		Sulfurovum_14	96445	22	V	COG0841
GC_00000008	0.09835036758113565	Sulfurovum_15	22657	22	V	COG0841
GC_00000008	0.19392962664517646	Sulfurovum_16	53006	22	V	COG0841
GC_00000008	0.46066565809379495	Sulfurovum_16	53001	22	V	COG0841
GC_00000008	0.2853717026378868	Sulfurovum_17	40476	22	V	COG0841
GC_00000008	0.193933282917399	Sulfurovum_17	20033	22	V	COG0841
GC_00000008	0.0	Sulfurovum_18	12958	22	V	COG0841
GC_00000008	0.02840557275541762	Sulfurovum_18	70544	22	V	COG0841
GC_00000008	0.07281031703385196	Sulfurovum_19	4801	22	V	COG0841
GC_00000008		Sulfurovum_19	10882	22	V	COG0841
GC_00000008	0.46066565809379495	Sulfurovum_19	4796	22	V	COG0841
GC_00000008	0.023900528501321093	Sulfurovum_20	2502	22	V	COG0841
GC_00000008	0.0770733515856711	Sulfurovum_20	8322	22	V	COG0841
GC_00000008	0.09579642174743676	Sulfurovum_21	6216	22	V	COG0841
GC_00000008	0.10664516129032128	Sulfurovum_21	35094	22	V	COG0841
GC_00000008	0.02802950474183324	Sulfurovum_22	8214	22	V	COG0841
GC_00000009		Sulfurovum_01	46197	21	F	COG0563
GC_00000009		Sulfurovum_01	58255	21	F	COG0563
GC_00000009	0.04684878983944374	Sulfurovum_02	9906	21	F	COG0563
GC_00000009		Sulfurovum_02	10254	21	F	COG0563
GC_00000009	0.10917395421377972	Sulfurovum_03	18854	21	F	COG0563
GC_00000009		Sulfurovum_04	67865	21	F	COG0563
GC_00000009		Sulfurovum_04	24116	21	F	COG0563
GC_00000009		Sulfurovum_05	8094	21	F	COG0563
GC_00000009	0.09157769869513577	Sulfurovum_07	37784	21	F	COG0563
GC_00000009		Sulfurovum_08	3699	21	F	COG0563
GC_00000009		Sulfurovum_09	21443	21	F	COG0563
GC_00000009	0.054222853087295554	Sulfurovum_10	22025	21	F	COG0563
GC_00000009		Sulfurovum_10	4849	21	F	COG0563
GC_00000009		Sulfurovum_11	10680	21	F	COG0563
GC_00000009		Sulfurovum_12	35894	21	F	COG0563
GC_00000009	0.07330160980054624	Sulfurovum_13	65198	21	F	COG0563
GC_00000009		Sulfurovum_14	79937	21	F	COG0563
GC_00000009	0.0	Sulfurovum_15	13526	21	F	COG0563
GC_00000009		Sulfurovum_16	25701	21	F	COG0563
GC_00000009		Sulfurovum_16	18170	21	F	COG0563
GC_00000009		Sulfurovum_17	20039	21	F	COG0563
GC_00000009		Sulfurovum_17	68887	21	F	COG0563
GC_00000009	0.05770348837209267	Sulfurovum_18	50885	21	F	COG0563
GC_00000009		Sulfurovum_18	65553	21	F	COG0563
GC_00000009		Sulfurovum_19	4752	21	F	COG0563
GC_00000009		Sulfurovum_19	9836	21	F	COG0563
GC_00000009		Sulfurovum_19	2932	21	F	COG0563
GC_00000009	0.0971014492753618	Sulfurovum_20	15881	21	F	COG0563
GC_00000009	0.08296943231441001	Sulfurovum_21	9191	21	F	COG0563
GC_00000009		Sulfurovum_22	11269	21	F	COG0563
GC_00000010		Sulfurovum_01	27088	22	K	COG0086
GC_00000010		Sulfurovum_02	27205	22	K	COG0086
GC_00000010		Sulfurovum_02	20469	22	K	COG0086
GC_00000010		Sulfurovum_03	20428	22	K	COG0086
GC_00000010		Sulfurovum_03	23223	22	K	COG0086
GC_00000010		Sulfurovum_04	24172	22	K	COG0086
GC_00000010		Sulfurovum_05	10046	22	K	COG0086
GC_00000010		Sulfurovum_05	25981	22	K	COG0086
GC_00000010	0.04681224899598653	Sulfurovum_06	5579	22	K	COG0086
GC_00000010		Sulfurovum_07	30375	22	K	COG0086
GC_00000010		Sulfurovum_07	22275	22	K	COG0086
GC_00000010		Sulfurovum_08	13433	22	K	COG0086
GC_00000010	0.0818414322250686	Sulfurovum_09	13983	22	K	COG0086
GC_00000010	0.061328583572848906	Sulfurovum_10	1028	22	K	COG0086
GC_00000010		Sulfurovum_11	4602	22	K	COG0086
GC_00000010		Sulfurovum_11	13702	22	K	COG0086
GC_00000010	0.004640062404041665	Sulfurovum_12	23384	22	K	COG0086
GC_00000010	0.0	Sulfurovum_13	8833	22	K	COG0086
GC_00000010	0.09715099715100284	Sulfurovum_14	15980	22	K	COG0086
GC_00000010	0.02002685110239881	Sulfurovum_15	8964	22	K	COG0086
GC_00000010	0.0	Sulfurovum_16	18285	22	K	COG0086
GC_00000010		Sulfurovum_17	93120	22	K	COG0086
GC_00000010		Sulfurovum_17	111225	22	K	COG0086
GC_00000010		Sulfurovum_17	69173	22	K	COG0086
GC_00000010		Sulfurovum_18	46882	22	K	COG0086
GC_00000010	0.0	Sulfurovum_19	7671	22	K	COG0086
GC_00000010	0.09916056752219787	Sulfurovum_20	4479	22	K	COG0086
GC_00000010	0.2604166666666662	Sulfurovum_20	4478	22	K	COG0086
GC_00000010	0.040685518271796145	Sulfurovum_21	20898	22	K	COG0086
GC_00000010	0.07919191919192371	Sulfurovum_22	31403	22	K	COG0086
GC_00000011	0.07105769230769328	Sulfurovum_04	86199	19	O|D	COG0489|COG2151
GC_00000011		Sulfurovum_04	28849	19	D	COG0489
GC_00000011		Sulfurovum_05	10756	19	O|D	COG0489|COG2151
GC_00000011		Sulfurovum_05	23323	19	D	COG0489
GC_00000011		Sulfurovum_06	49161	19	D|O	COG0489|COG2151
GC_00000011	0.05603143418467656	Sulfurovum_07	21944	19	D	COG0489
GC_00000011		Sulfurovum_08	4384	19	D|O	COG0489|COG2151
GC_00000011		Sulfurovum_08	16919	19	D	COG0489
GC_00000011	0.06995017247987828	Sulfurovum_09	14706	19	D|O	COG0489|COG2151
GC_00000011		Sulfurovum_09	5433	19	D	COG0489
GC_00000011		Sulfurovum_10	2674	19	D|O	COG0489|COG2151
GC_00000011	0.16960629921260065	Sulfurovum_10	1378	19	D	COG0489
GC_00000011	0.06350274407553133	Sulfurovum_11	3348	19	D	COG0489
GC_00000011	0.0	Sulfurovum_12	75558	19	O|D	COG0489|COG2151
GC_00000011	0.2724752475247557	Sulfurovum_12	30070	19	D	COG0489
GC_00000011		Sulfurovum_13	37219	19	O|D	COG0489|COG2151
GC_00000011		Sulfurovum_13	137430	19	D	COG0489
GC_00000011	0.11125096824167474	Sulfurovum_14	81781	19	D|O	COG0489|COG2151
GC_00000011	0.02135493372606796	Sulfurovum_15	3631	19	D|O	COG0489|COG2151
GC_00000011	0.07398568019093182	Sulfurovum_15	3394	19	D	COG0489
GC_00000011		Sulfurovum_16	24057	19	O|D	COG0489|COG2151
GC_00000011	0.577531645569628	Sulfurovum_16	80225	19	D	COG0489
GC_00000011		Sulfurovum_17	11317	19	O|D	COG0489|COG2151
GC_00000011	0.09801801801801896	Sulfurovum_18	41653	19	O|D	COG0489|COG2151
GC_00000011	0.24179214102093494	Sulfurovum_19	33448	19	D|O	COG0489|COG2151
GC_00000011		Sulfurovum_19	5260	19	D|O	COG0489|COG2151
GC_00000011	0.21025048169557134	Sulfurovum_20	20054	19	D|O	COG0489|COG2151
GC_00000011	0.0682897038003504	Sulfurovum_21	24876	19	D|O	COG0489|COG2151
GC_00000011	0.05943060498220686	Sulfurovum_22	4076	19	D|O	COG0489|COG2151
GC_00000012		Sulfurovum_01	30762	21	C	COG0377
GC_00000012		Sulfurovum_01	10314	21	C	COG0377
GC_00000012		Sulfurovum_02	991	21	C	COG0377
GC_00000012		Sulfurovum_02	13229	21	C	COG0377
GC_00000012	0.0	Sulfurovum_03	31058	21	C	COG0377
GC_00000012	0.05561497326203171	Sulfurovum_03	48331	21	C	COG0377
GC_00000012		Sulfurovum_04	34689	21	C	COG0377
GC_00000012		Sulfurovum_05	32664	21	C	COG0377
GC_00000012		Sulfurovum_06	6576	21	C	COG0377
GC_00000012		Sulfurovum_07	26256	21	C	COG0377
GC_00000012		Sulfurovum_09	5448	21	C	COG0377
GC_00000012		Sulfurovum_10	5280	21	C	COG0377
GC_00000012		Sulfurovum_11	3744	21	C	COG0377
GC_00000012		Sulfurovum_12	45395	21	C	COG0377
GC_00000012		Sulfurovum_13	13537	21	C	COG0377
GC_00000012		Sulfurovum_13	16007	21	C	COG0377
GC_00000012		Sulfurovum_14	17790	21	C	COG0377
GC_00000012	0.0	Sulfurovum_15	19760	21	C	COG0377
GC_00000012		Sulfurovum_16	24737	21	C	COG0377
GC_00000012		Sulfurovum_17	10631	21	C	COG0377
GC_00000012	0.0	Sulfurovum_18	111824	21	C	COG0377
GC_00000012	0.2899751449875706	Sulfurovum_18	4950	21	C	COG0377
GC_00000012		Sulfurovum_19	2898	21	C	COG0377
GC_00000012	0.028359439406430167	Sulfurovum_20	19718	21	C	COG0377
GC_00000012	0.0	Sulfurovum_21	6264	21	C	COG0377
GC_00000012	0.2899751449875706	Sulfurovum_21	15156	21	C	COG0377
GC_00000012		Sulfurovum_22	18655	21	C	COG0377
GC_00000013		Sulfurovum_01	32510	19		
GC_00000013		Sulfurovum_02	3655	19		
GC_00000013		Sulfurovum_03	25405	19		
GC_00000013		Sulfurovum_04	56147	19		
GC_00000013		Sulfurovum_04	28855	19		
GC_00000013		Sulfurovum_04	56148	19		
GC_00000013		Sulfurovum_07	25930	19		
GC_00000013		Sulfurovum_08	5962	19		
GC_00000013		Sulfurovum_09	12770	19		
GC_00000013		Sulfurovum_10	13776	19		
GC_00000013		Sulfurovum_10	1372	19		
GC_00000013		Sulfurovum_10	13775	19		
GC_00000013		Sulfurovum_11	2585	19		
GC_00000013		Sulfurovum_13	16026	19		
GC_00000013		Sulfurovum_14	79934	19		
GC_00000013		Sulfurovum_14	21681	19		
GC_00000013		Sulfurovum_15	35682	19		
GC_00000013		Sulfurovum_16	70222	19		
GC_00000013		Sulfurovum_16	70220	19		
GC_00000013		Sulfurovum_17	28919	19		
GC_00000013		Sulfurovum_18	6268	19		
GC_00000013		Sulfurovum_19	21564	19		
GC_00000013		Sulfurovum_19	21562	19		
GC_00000013	0.0799116997792497	Sulfurovum_20	17079	19		
GC_00000013		Sulfurovum_21	5579	19		
GC_00000013		Sulfurovum_22	19739	19		
GC_00000013		Sulfurovum_22	19737	19		
GC_00000014		Sulfurovum_01	47730	19	C|P	COG0607|COG4802
GC_00000014		Sulfurovum_01	23309	19	C|P	COG0607|COG4802
GC_00000014		Sulfurovum_02	70903	19	C	COG4802
GC_00000014		Sulfurovum_03	53893	19	C|P	COG0607|COG4802
GC_00000014		Sulfurovum_03	29477	19	C	COG4802
GC_00000014		Sulfurovum_05	4750	19	C|P	COG0607|COG4802
GC_00000014	0.23825503355704628	Sulfurovum_06	27389	19	P|C	COG0607|COG4802
GC_00000014		Sulfurovum_07	33755	19	C|P	COG0607|COG4802
