unique_id	bin_type	num_genomes	SNV	SAAV	majority_allele_freq_SNV	majority_allele_freq_SAAV
101	Main_Core	22	2	0	0.778846153846	nan
102	Main_Core	22	7	2	0.731913116124	0.890350877193
103	Main_Core	22	10	0	0.811243928017	nan
104	Main_Core	22	22	4	0.777956422976	0.798703991935
105	Main_Core	22	1	1	0.886462882096	0.885536823425
106	Main_Core	22	1	1	0.9243140965	0.921606118547
107	Main_Core	22	28	8	0.818199799754	0.722639840784
108	Main_Core	22	32	11	0.827047221343	0.79839455427
109	Main_Core	22	25	1	0.820302383609	0.928571428571
110	Main_Core	22	9	1	0.857173314381	0.0446428571429
111	Main_Core	20	0	0	nan	nan
112	Main_Core	20	0	0	nan	nan
113	Main_Core	20	0	0	nan	nan
114	Main_Core	20	3	0	0.619444444444	nan
115	Main_Core	20	2	2	0.7	0.844736842105
116	Main_Core	20	0	0	nan	nan
117	Main_Core	20	0	0	nan	nan
118	Main_Core	20	5	2	0.596453546454	0.541666666667
119	Main_Core	20	0	0	nan	nan
120	Main_Core	20	2	0	0.621428571429	nan
121	Main_Core	20	2	1	0.664335664336	0.75
122	Main_Core	20	0	0	nan	nan
123	Main_Core	20	0	0	nan	nan
124	Main_Core	20	0	0	nan	nan
125	Main_Core	20	3	1	0.790476190476	0.85
126	Main_Core	20	1	0	0.611111111111	nan
127	Main_Core	20	0	0	nan	nan
128	Main_Core	20	0	0	nan	nan
129	Main_Core	20	0	0	nan	nan
130	Main_Core	20	1	1	0.761904761905	0.761904761905
131	Main_Core	20	11	6	0.832708677696	0.843370057601
132	Main_Core	20	8	1	0.820548548674	0.825
133	Main_Core	20	11	3	0.840258724971	0.831383311666
134	Main_Core	20	2	0	0.740169070652	nan
135	Main_Core	20	1	1	0.636578636184	0.635345861655
136	Main_Core	20	1	0	0.590909090909	nan
137	Main_Core	20	4	1	0.711578099839	0.782608695652
138	Main_Core	20	18	8	0.78109189446	0.697758670353
139	Main_Core	20	2	0	0.758424908425	nan
140	Main_Core	20	1	1	0.551227773074	0.548717948718
141	Main_Core	20	10	6	0.849662609059	0.816547398717
142	Main_Core	20	2	1	0.912100291282	0.907335907336
143	Main_Core	20	1	0	0.934523809524	nan
144	Main_Core	20	8	1	0.599937154349	0.9375
145	Main_Core	20	0	0	nan	nan
146	Main_Core	20	0	0	nan	nan
147	Main_Core	20	15	4	0.615621306798	0.658716283716
148	Main_Core	20	2	0	0.569230769231	nan
149	Main_Core	20	0	0	nan	nan
150	Main_Core	20	0	0	nan	nan
151	Main_Core	20	6	3	0.680687830688	0.715079365079
152	Main_Core	20	3	0	0.657176157176	nan
153	Main_Core	20	3	0	0.675925925926	nan
154	Main_Core	20	0	0	nan	nan
155	Main_Core	20	4	0	0.633875544745	nan
156	Main_Core	20	0	0	nan	nan
157	Main_Core	20	0	0	nan	nan
158	Main_Core	20	0	0	nan	nan
159	Main_Core	20	19	3	0.669133894639	0.63025210084
160	Main_Core	20	0	0	nan	nan
161	Main_Core	20	19	4	0.832119025227	0.799365489583
162	Main_Core	20	0	0	nan	nan
163	Main_Core	20	3	1	0.85456559406	0.290294627383
164	Main_Core	20	3	3	0.917375987677	0.62561029052
165	Main_Core	20	2	0	0.81568627451	nan
166	Main_Core	20	9	2	0.650729804438	0.795396419437
167	Main_Core	20	8	5	0.871280503239	0.591875367075
168	Main_Core	20	15	6	0.822089798764	0.546804039022
169	Main_Core	20	11	6	0.842206770844	0.801519272468
170	Main_Core	20	7	4	0.793017040305	0.664819817848
171	Main_Core	20	0	0	nan	nan
172	Main_Core	20	58	19	0.818729852831	0.795767674
173	Main_Core	20	52	7	0.817640103837	0.658822176446
174	Main_Core	20	29	9	0.830043021802	0.849831198301
175	Main_Core	20	32	6	0.765977149669	0.654503421684
176	Main_Core	20	17	5	0.748726862468	0.64266147202
177	Main_Core	19	0	0	nan	nan
178	Main_Core	19	0	0	nan	nan
179	Main_Core	19	0	0	nan	nan
180	Main_Core	19	3	0	0.647467320261	nan
181	Main_Core	19	18	2	0.711000233427	0.736928104575
182	Main_Core	19	14	2	0.702026579863	0.743055555556
183	Main_Core	19	5	1	0.749971767363	0.666666666667
184	Main_Core	19	4	2	0.665340909091	0.716666666667
185	Main_Core	19	1	0	0.454545454545	nan
186	Main_Core	19	23	0	0.64884790506	nan
187	Main_Core	19	1	0	0.940119760479	nan
188	Main_Core	19	0	0	nan	nan
189	Main_Core	19	6	1	0.657762621957	0.666666666667
190	Main_Core	19	2	0	0.58125	nan
191	Main_Core	19	0	0	nan	nan
192	Main_Core	19	7	0	0.689035279664	nan
193	Main_Core	19	5	0	0.869535130096	nan
194	Main_Core	19	0	0	nan	nan
195	Main_Core	19	1	1	0.625	0.625
196	Main_Core	19	11	7	0.756103164096	0.726564462173
197	Main_Core	19	6	0	0.806062544841	nan
198	Main_Core	19	7	2	0.806090641385	0.692307692308
199	Main_Core	19	12	0	0.74978382355	nan
200	Main_Core	19	3	2	0.902191804032	0.565373633132
201	Main_Core	19	4	4	0.857940999683	0.669287761392
202	Main_Core	19	7	1	0.679345817459	0.764705882353
203	Main_Core	19	0	0	nan	nan
204	Main_Core	19	0	0	nan	nan
205	Main_Core	19	3	2	0.811663685683	0.525672009789
206	Main_Core	19	1	1	0.937799043062	0.938808373591
207	Main_Core	19	30	6	0.792220790399	0.805360322489
208	Main_Core	19	9	1	0.898441846239	0.898954703833
209	Main_Core	21	0	0	nan	nan
210	Main_Core	21	7	0	0.836973530939	nan
211	Main_Core	21	10	1	0.619549543164	0.777777777778
212	Main_Core	21	9	5	0.615081215081	0.557296037296
213	Main_Core	21	1	1	0.6	0.6
214	Main_Core	21	0	0	nan	nan
215	Main_Core	21	0	0	nan	nan
216	Main_Core	21	34	6	0.715136670706	0.686246169122
217	Main_Core	21	0	0	nan	nan
218	Main_Core	21	0	0	nan	nan
219	Main_Core	21	0	0	nan	nan
220	Main_Core	21	11	4	0.644470076707	0.667906746032
221	Main_Core	21	0	0	nan	nan
222	Main_Core	21	0	0	nan	nan
223	Main_Core	21	13	3	0.739832411818	0.727443467809
224	Main_Core	21	2	1	0.604082965046	0.672240802676
225	Main_Core	21	0	0	nan	nan
226	Main_Core	21	24	3	0.845258002936	0.564682539683
227	Main_Core	21	2	1	0.828916470853	0.792124866974
228	Main_Core	21	4	0	0.767543859649	nan
229	Main_Core	21	0	0	nan	nan
230	Main_Core	21	8	1	0.735160921964	0.625
231	Main_Core	21	12	5	0.817299175448	0.826999020992
232	Main_Core	21	1	0	0.612903225806	nan
233	Main_Core	21	0	0	nan	nan
234	Main_Core	21	2	1	0.831352864788	0.818515797208
235	Main_Core	21	24	4	0.834845002875	0.523520982387
236	Main_Core	21	9	0	0.732295089191	nan
237	Main_Core	21	8	1	0.844007642259	0.836363636364
238	Main_Core	21	0	0	nan	nan
239	Main_Core	21	4	1	0.765389535211	0.644736842105
240	Main_Core	21	10	3	0.878010557581	0.599491575378
241	Main_Core	22	0	0	nan	nan
242	Main_Core	22	4	0	0.533634992459	nan
243	Main_Core	22	1	0	0.736842105263	nan
244	Main_Core	22	4	0	0.666666666667	nan
245	Main_Core	22	0	0	nan	nan
246	Main_Core	22	4	0	0.659054487179	nan
247	Main_Core	22	4	0	0.563186813187	nan
248	Main_Core	22	3	1	0.599572649573	0.666666666667
249	Main_Core	22	4	1	0.616287878788	0.909090909091
250	Main_Core	22	0	0	nan	nan
251	Main_Core	22	9	1	0.745904435603	0.25
252	Main_Core	22	5	0	0.660952380952	nan
253	Main_Core	22	1	0	0.636363636364	nan
254	Main_Core	22	4	0	0.805011734423	nan
255	Main_Core	22	7	0	0.798504753392	nan
256	Main_Core	22	0	0	nan	nan
257	Main_Core	22	6	1	0.870739387556	0.880952380952
258	Main_Core	22	6	3	0.792740632842	0.23783251308
259	Main_Core	22	6	4	0.80167719994	0.592873767049
260	Main_Core	22	6	3	0.692902711324	0.403425559947
261	Main_Core	22	5	2	0.731724245254	0.62030075188
262	Main_Core	22	8	1	0.82751996615	0.928571428571
263	Main_Core	22	17	1	0.773944298541	0.413533834586
264	Main_Core	22	7	3	0.834387586103	0.342399664834
265	Main_Core	22	12	4	0.911359330189	0.921532221974
266	Main_Core	22	5	3	0.783628077138	0.580138068665
267	Main_Core	22	66	9	0.864075845148	0.587592358472
268	Main_Core	22	41	9	0.827720916314	0.7192791164
269	Main_Core	22	15	5	0.808021780044	0.83657353198
270	Main_Core	22	31	9	0.788883095095	0.751319516487
271	Main_Core	22	14	1	0.805130289366	0.897959183673
272	Main_Core	21	0	0	nan	nan
273	Main_Core	21	0	0	nan	nan
274	Main_Core	21	7	1	0.582127396413	0.533333333333
275	Main_Core	21	1	0	0.5	nan
276	Main_Core	21	20	6	0.673263830038	0.736971625439
277	Main_Core	21	1	0	0.5	nan
278	Main_Core	21	0	0	nan	nan
279	Main_Core	21	2	0	0.652380952381	nan
280	Main_Core	21	4	1	0.658918128655	0.631578947368
281	Main_Core	21	0	0	nan	nan
282	Main_Core	21	3	1	0.60866873065	0.625
283	Main_Core	21	6	1	0.632125173302	0.6875
284	Main_Core	21	3	0	0.648621553885	nan
285	Main_Core	21	0	0	nan	nan
286	Main_Core	21	1	1	0.764705882353	0.764705882353
287	Main_Core	21	9	2	0.547854427421	0.535885167464
288	Main_Core	21	3	1	0.753492400678	0.752808988764
289	Main_Core	21	5	0	0.786681318681	nan
290	Main_Core	21	0	0	nan	nan
291	Main_Core	21	2	2	0.781019717904	0.781392419911
292	Main_Core	21	0	0	nan	nan
293	Main_Core	21	3	1	0.67037037037	0.375
294	Main_Core	21	14	3	0.77015742551	0.800646793135
295	Main_Core	21	1	0	0.913043478261	nan
296	Main_Core	21	0	0	nan	nan
297	Main_Core	21	2	1	0.818626357281	0.78389261745
298	Main_Core	21	1	1	0.71007121058	0.710388247639
299	Main_Core	21	23	6	0.879069002449	0.849751013036
300	Main_Core	21	11	4	0.784514289052	0.797337642977
301	Main_Core	21	5	2	0.899746803742	0.928758169935
302	Main_Core	22	0	0	nan	nan
303	Main_Core	22	0	0	nan	nan
304	Main_Core	22	0	0	nan	nan
305	Main_Core	22	0	0	nan	nan
306	Main_Core	22	0	0	nan	nan
307	Main_Core	22	0	0	nan	nan
308	Main_Core	22	0	0	nan	nan
309	Main_Core	22	0	0	nan	nan
310	Main_Core	22	14	2	0.627070828331	0.352678571429
311	Main_Core	22	0	0	nan	nan
312	Main_Core	22	0	0	nan	nan
313	Main_Core	22	0	0	nan	nan
314	Main_Core	22	9	3	0.63832743046	0.776021711367
315	Main_Core	22	17	3	0.645310021683	0.44136996904
316	Main_Core	22	0	0	nan	nan
317	Main_Core	22	0	0	nan	nan
318	Main_Core	22	62	3	0.705670265062	0.902304147465
319	Main_Core	22	8	0	0.684486716414	nan
320	Main_Core	22	67	17	0.795595551113	0.654856464745
321	Main_Core	22	66	4	0.821677724854	0.645091164095
322	Main_Core	22	11	2	0.835021474428	0.927035688086
323	Main_Core	22	0	0	nan	nan
324	Main_Core	22	0	0	nan	nan
325	Main_Core	22	0	0	nan	nan
326	Main_Core	22	0	0	nan	nan
327	Main_Core	22	11	2	0.827184139538	0.522323648151
328	Main_Core	22	107	25	0.845401090797	0.692730412782
329	Main_Core	22	13	5	0.783309086915	0.704638249057
330	Main_Core	22	65	6	0.814210423284	0.770937172853
331	Main_Core	22	29	5	0.772558749476	0.717195441885
332	Main_Core	19	5	1	0.628698752228	0.5
333	Main_Core	19	1	0	0.6	nan
334	Main_Core	19	0	0	nan	nan
335	Main_Core	19	0	0	nan	nan
336	Main_Core	19	0	0	nan	nan
337	Main_Core	19	6	2	0.735015510805	0.766666666667
338	Main_Core	19	0	0	nan	nan
339	Main_Core	19	0	0	nan	nan
340	Main_Core	19	21	4	0.744110235863	0.720299671593
341	Main_Core	19	0	0	nan	nan
342	Main_Core	19	2	0	0.656140350877	nan
343	Main_Core	19	8	3	0.609457927908	0.664578111947
344	Main_Core	19	23	5	0.612380713915	0.617948717949
345	Main_Core	19	8	0	0.724425234081	nan
346	Main_Core	19	4	2	0.771801346801	0.814814814815
347	Main_Core	19	1	0	0.642857142857	nan
348	Main_Core	19	0	0	nan	nan
349	Main_Core	19	21	8	0.88544293569	0.892369121439
350	Main_Core	19	16	1	0.835636356364	0.880952380952
351	Main_Core	19	14	4	0.81601794251	0.646460707472
352	Main_Core	19	4	0	0.775821782176	nan
353	Main_Core	19	7	6	0.774987122756	0.643869808286
354	Main_Core	19	3	0	0.639393939394	nan
355	Main_Core	19	15	3	0.723192274453	0.692143599765
356	Main_Core	19	18	6	0.871884754207	0.733569491418
357	Main_Core	19	4	0	0.756987937175	nan
358	Main_Core	19	35	15	0.829838300764	0.81228410367
359	Main_Core	19	18	3	0.777874699827	0.808846543312
360	Main_Core	19	6	1	0.731573258482	0.570175438596
361	Main_Core	21	0	0	nan	nan
362	Main_Core	21	0	0	nan	nan
363	Main_Core	21	1	0	0.6	nan
364	Main_Core	21	0	0	nan	nan
365	Main_Core	21	9	0	0.607148066359	nan
366	Main_Core	21	13	2	0.670379389273	0.631578947368
367	Main_Core	21	2	0	0.522727272727	nan
368	Main_Core	21	0	0	nan	nan
369	Main_Core	21	3	0	0.704761904762	nan
370	Main_Core	21	2	0	0.632352941176	nan
371	Main_Core	21	1	0	0.870967741935	nan
372	Main_Core	21	2	0	0.693181818182	nan
373	Main_Core	21	0	0	nan	nan
374	Main_Core	21	3	0	0.795203588682	nan
375	Main_Core	21	1	0	0.6	nan
376	Main_Core	21	1	1	0.666666666667	0.933333333333
377	Main_Core	21	2	0	0.756196221474	nan
378	Main_Core	21	5	0	0.773467707339	nan
379	Main_Core	21	1	0	0.843067143425	nan
380	Main_Core	21	3	0	0.728352490421	nan
381	Main_Core	21	7	0	0.742927200678	nan
382	Main_Core	21	5	2	0.803633343401	0.769047619048
383	Main_Core	21	1	0	0.878105590062	nan
384	Main_Core	21	11	1	0.741029234475	0.737373737374
385	Main_Core	21	7	1	0.80216173314	0.923076923077
386	Main_Core	21	14	4	0.891122924724	0.879049464559
387	Main_Core	21	3	0	0.782071893283	nan
388	Main_Core	19	0	0	nan	nan
389	Main_Core	19	0	0	nan	nan
390	Main_Core	19	3	1	0.624708624709	0.9
391	Main_Core	19	1	0	0.733333333333	nan
392	Main_Core	19	1	0	0.666666666667	nan
393	Main_Core	19	0	0	nan	nan
394	Main_Core	19	0	0	nan	nan
395	Main_Core	19	0	0	nan	nan
396	Main_Core	19	0	0	nan	nan
397	Main_Core	19	3	1	0.563636363636	0.545454545455
398	Main_Core	19	0	0	nan	nan
399	Main_Core	19	0	0	nan	nan
400	Main_Core	19	0	0	nan	nan
401	Main_Core	19	0	0	nan	nan
402	Main_Core	19	1	0	0.672222222222	nan
403	Main_Core	19	0	0	nan	nan
404	Main_Core	19	4	0	0.875271512114	nan
405	Main_Core	19	1	1	0.545568824639	0.54455760662
406	Main_Core	19	0	0	nan	nan
407	Main_Core	19	3	2	0.666666666667	0.642857142857
408	Main_Core	19	3	1	0.899358250382	0.824858757062
409	Main_Core	19	1	1	0.571606475716	0.571696931747
410	Main_Core	19	1	1	0.948438634713	0.947955390335
411	Main_Core	19	13	3	0.784740313259	0.761351411673
412	Main_Core	19	1	0	0.912195121951	nan
413	Main_Core	19	4	0	0.786502718033	nan
414	Main_Core	19	4	1	0.839806205986	0.935483870968
415	Main_Core	19	0	0	nan	nan
416	Main_Core	19	0	0	nan	nan
417	Main_Core	19	0	0	nan	nan
418	Main_Core	19	0	0	nan	nan
419	Main_Core	19	1	0	0.545454545455	nan
420	Main_Core	19	0	0	nan	nan
421	Main_Core	19	4	2	0.563311688312	0.5
422	Main_Core	19	0	0	nan	nan
423	Main_Core	19	0	0	nan	nan
424	Main_Core	19	0	0	nan	nan
425	Main_Core	19	0	0	nan	nan
426	Main_Core	19	0	0	nan	nan
427	Main_Core	19	6	1	0.627634743424	0.923076923077
428	Main_Core	19	1	0	0.5	nan
429	Main_Core	19	2	0	0.710784313725	nan
430	Main_Core	19	1	0	0.811798769453	nan
431	Main_Core	19	1	0	0.750314201927	nan
432	Main_Core	19	3	0	0.62316017316	nan
433	Main_Core	19	9	4	0.89227457724	0.698580447919
434	Main_Core	19	2	1	0.903199458124	0.920903954802
435	Main_Core	19	1	0	0.738786279683	nan
436	Main_Core	19	1	0	0.666094420601	nan
437	Main_Core	19	20	9	0.793085015302	0.693368536062
438	Main_Core	19	5	1	0.862830005085	0.838383838384
439	Main_Core	19	3	1	0.88763565615	0.778761061947
440	Main_Core	19	11	1	0.891395667789	0.875690607735
441	Main_Core	19	4	2	0.784928535843	0.322742074514
442	Main_Core	20	0	0	nan	nan
443	Main_Core	20	6	1	0.669552669553	0.7
444	Main_Core	20	7	2	0.565049236478	0.569230769231
445	Main_Core	20	23	2	0.651337792642	0.734615384615
446	Main_Core	20	27	2	0.631817115032	0.653110047847
447	Main_Core	20	0	0	nan	nan
448	Main_Core	20	0	0	nan	nan
449	Main_Core	20	0	0	nan	nan
450	Main_Core	20	0	0	nan	nan
451	Main_Core	20	5	3	0.660062160062	0.68771043771
452	Main_Core	20	0	0	nan	nan
453	Main_Core	20	0	0	nan	nan
454	Main_Core	20	0	0	nan	nan
455	Main_Core	20	8	0	0.655763134373	nan
456	Main_Core	20	15	3	0.687793948866	0.715315315315
457	Main_Core	20	0	0	nan	nan
458	Main_Core	20	12	3	0.820888655643	0.865178835726
459	Main_Core	20	5	1	0.804802867384	0.766666666667
460	Main_Core	20	18	3	0.774727326951	0.550238095238
461	Main_Core	20	2	0	0.583109873346	nan
462	Main_Core	20	6	2	0.64304029304	0.641025641026
463	Main_Core	20	8	1	0.670809675025	0.421052631579
464	Main_Core	20	22	3	0.815350871175	0.600705151032
465	Main_Core	20	2	0	0.570714464464	nan
466	Main_Core	20	0	0	nan	nan
467	Main_Core	20	20	3	0.785840079803	0.780596037898
468	Main_Core	20	3	0	0.754556013093	nan
469	Main_Core	21	0	0	nan	nan
470	Main_Core	21	5	1	0.65733090439	0.470588235294
471	Main_Core	21	18	2	0.648814568597	0.525641025641
472	Main_Core	21	0	0	nan	nan
473	Main_Core	21	0	0	nan	nan
474	Main_Core	21	1	0	0.538461538462	nan
475	Main_Core	21	0	0	nan	nan
476	Main_Core	21	0	0	nan	nan
477	Main_Core	21	13	3	0.632448048961	0.527777777778
478	Main_Core	21	0	0	nan	nan
479	Main_Core	21	7	2	0.824601563804	0.866518353726
480	Main_Core	21	7	2	0.679305781937	0.732057416268
481	Main_Core	21	29	4	0.64638155275	0.840045188729
482	Main_Core	21	7	1	0.655867610202	0.684210526316
483	Main_Core	21	42	14	0.836811426458	0.799912258601
484	Main_Core	21	21	8	0.77376183541	0.794264242924
485	Main_Core	21	9	4	0.704543392788	0.788991900645
486	Main_Core	21	0	0	nan	nan
487	Main_Core	21	0	0	nan	nan
488	Main_Core	21	52	13	0.816039918279	0.832597660921
489	Main_Core	21	8	3	0.659302740977	0.701693628847
490	Main_Core	21	0	0	nan	nan
491	Main_Core	21	20	6	0.848212321064	0.678553704481
492	Main_Core	21	0	0	nan	nan
493	Main_Core	21	0	0	nan	nan
494	Main_Core	21	52	14	0.778120832368	0.784358699673
495	Main_Core	21	19	5	0.698711424899	0.674353456641
496	Main_Core	22	0	0	nan	nan
497	Main_Core	22	5	2	0.584008097166	0.649122807018
498	Main_Core	22	54	3	0.69040950527	0.501879699248
499	Main_Core	22	16	1	0.698037379287	0.636363636364
500	Main_Core	22	4	0	0.738888888889	nan
501	Main_Core	22	8	1	0.632112250495	0.4
502	Main_Core	22	22	2	0.637506273631	0.861538461538
503	Main_Core	22	0	0	nan	nan
504	Main_Core	22	0	0	nan	nan
505	Main_Core	22	14	2	0.822217911895	0.791666666667
506	Main_Core	22	17	4	0.72532663223	0.41344329295
507	Main_Core	22	0	0	nan	nan
508	Main_Core	22	58	4	0.684539167313	0.584684514832
509	Main_Core	22	3	1	0.648692810458	0.0588235294118
510	Main_Core	22	64	18	0.861010411693	0.831628323136
511	Main_Core	22	0	0	nan	nan
512	Main_Core	22	0	0	nan	nan
513	Main_Core	22	4	2	0.785396139753	0.5973554096
514	Main_Core	22	13	2	0.71411566291	0.65
515	Main_Core	22	59	4	0.790094972712	0.680050235622
516	Main_Core	22	0	0	nan	nan
517	Main_Core	22	0	0	nan	nan
518	Main_Core	22	128	18	0.854976668871	0.843376071366
519	Main_Core	22	74	5	0.79430405858	0.682354076719
520	Main_Core	22	0	0	nan	nan
521	Main_Core	22	0	0	nan	nan
522	Main_Core	22	0	0	nan	nan
523	Core_2	17	0	0	nan	nan
524	Core_2	17	1	0	0.764705882353	nan
525	Core_2	17	1	0	0.764705882353	nan
526	Core_2	17	5	3	0.577647058824	0.655392156863
527	Core_2	17	2	1	0.6	0.6
528	Core_2	17	0	0	nan	nan
529	Core_2	17	0	0	nan	nan
530	Core_2	17	0	0	nan	nan
531	Core_2	17	0	0	nan	nan
532	Core_2	17	0	0	nan	nan
533	Core_2	17	0	0	nan	nan
534	Core_2	17	7	4	0.629409754332	0.574448529412
535	Core_2	17	0	0	nan	nan
536	Core_2	17	0	0	nan	nan
537	Core_2	17	13	2	0.823712347836	0.900491400491
538	Core_2	17	2	0	0.906926406926	nan
539	Core_2	17	1	0	0.941958351794	nan
540	Core_2	17	1	0	0.666666666667	nan
541	Core_2	17	0	0	nan	nan
542	Core_2	17	8	3	0.79625654289	0.779558930852
543	Core_2	17	0	0	nan	nan
544	Core_2	17	10	5	0.794318034456	0.677539703844
545	Core_2	17	11	6	0.830693401981	0.813345225838
546	Core_2	17	0	0	nan	nan
547	Core_2	17	7	4	0.868781517968	0.594383458582
548	Core_2	17	0	0	nan	nan
549	Main_Core	21	12	0	0.624276588004	nan
550	Main_Core	21	20	1	0.648432227817	0.9375
551	Main_Core	21	2	1	0.609848484848	0.916666666667
552	Main_Core	21	21	2	0.727523651672	0.696428571429
553	Main_Core	21	0	0	nan	nan
554	Main_Core	21	0	0	nan	nan
555	Main_Core	21	32	8	0.668508108007	0.702014652015
556	Main_Core	21	0	0	nan	nan
557	Main_Core	21	0	0	nan	nan
558	Main_Core	21	0	0	nan	nan
559	Main_Core	21	0	0	nan	nan
560	Main_Core	21	5	0	0.844459040321	nan
561	Main_Core	21	4	1	0.635238944062	0.642857142857
562	Main_Core	21	3	0	0.650216450216	nan
563	Main_Core	21	12	0	0.765745314508	nan
564	Main_Core	21	5	0	0.671363713944	nan
565	Main_Core	21	0	0	nan	nan
566	Main_Core	21	31	1	0.854382485463	0.864864864865
567	Main_Core	21	0	0	nan	nan
568	Main_Core	21	0	0	nan	nan
569	Main_Core	21	0	0	nan	nan
570	Main_Core	21	0	0	nan	nan
571	Main_Core	21	0	0	nan	nan
572	Main_Core	21	43	5	0.783135773919	0.659858267832
573	Main_Core	21	27	4	0.758065505132	0.755656782309
574	Main_Core	21	9	0	0.841100684684	nan
575	Main_Core	22	0	0	nan	nan
576	Main_Core	22	0	0	nan	nan
