unique_id	pv_val	numb	SNV	expected
29761	0.999966177548	3	111	74.6886669493

29760	2.97598723397e-08	3	86	147.340636666

29763	0.0988839249427	3	20	27.0797385385

29762	0.42405607242	3	550	555.173156511

1177	0.0118035593551	22	16	27.6719478192

1176	0.544298341301	22	626	623.885524158

1175	0.999998065211	22	134	87.944126907

1174	0.931949904556	22	29	22.278994506

1173	0.999663604876	22	151	113.558697114

1172	0.0951157905538	22	8	13.1035559437

1171	0.999978861381	22	33	15.1513876566

1170	0.000113955971688	22	27	51.8014475552

23507	0.343294254402	8	395	403.74645936

23506	1.10906696813e-07	8	100	161.927129678

23505	0.602678295868	8	11	10.8037720206

23504	0.99953047503	8	85	58.5904057819

16883	0.99999922948	16	216	153.414738489

23502	0.0265180153091	8	244	276.184532241

1179	0.965102433496	22	39	29.3229265591

1178	0.997405930449	22	196	160.033648609

27619	0.0826581171991	4	8	13.4042476059

27618	0.498281755132	4	1	1.6838371205

27617	1.2662138726e-05	4	87	133.211112762

27616	0.00585484049297	4	11	22.4906318851

27615	0.977860760277	4	102	83.6168541929

27614	0.011321913291	4	6	14.3711113676

27613	1.64139046084e-10	4	161	255.235329074

27612	0.000152716861378	4	167	218.854193516

27611	0.836467253608	4	62	55.2288381661

27610	0.662734027755	4	21	19.7736195947

16881	0.999925987088	16	376	307.750070388

12833	0.000912495108776	19	22	40.8890863505

12832	0.0752243660904	19	5	9.79561808201

12831	0.192043555022	19	6	9.16637072813

12830	8.53055963328e-07	19	298	389.163568823

8549	0.012494356305	21	177	209.238073522

12836	0.964716485379	19	148	127.699057942

12835	0.987117693001	19	232	200.296109447

12834	0.999999823082	19	11	1.6415405497

8545	0.739426904997	21	302	291.642763968

8544	1.99039404762e-06	21	59	102.693090395

8547	0.987005401688	21	261	227.289271119

12838	4.20036186458e-05	19	126	176.215500378

8541	0.99994308897	21	87	56.3281424755

8540	0.0343076674807	21	44	57.9584003673

8543	0.175942760058	21	87	96.6717181503

8542	0.809623976023	21	411	394.139020106

23127	0.106129689302	7	0	2.24309344874

23126	0.971684034613	8	434	396.130475211

29234	0.582913686362	3	825	819.665854982

22678	0.0445901006713	7	138	159.652606325

22679	0.230630931319	9	0	1.46693654606

22676	0.948523988473	7	301	274.22560624

22677	0.830953738829	7	53	46.9553488113

22674	0.999999999979	7	273	178.502712194

22675	1.0	7	273	117.501061738

22672	0.435434934641	7	11	12.2311213021

22673	0.746212369977	7	221	211.948410861

22670	0.999564572304	7	4	0.613305072552

22671	0.0853035609368	7	49	59.9539463379

15555	0.999987344113	17	129	87.4353868901

16884	0.993969655709	16	192	159.894745524

26568	0.413838813977	5	0	0.882278719189

15554	0.242783229993	17	34	38.9335891344

26566	0.999996051306	5	138	92.4957799997

26567	1.0	5	281	170.016904844

26564	0.740268650399	5	170	162.390424519

26565	0.000213409806261	5	73	108.162189845

26562	1.43978126208e-12	5	283	418.060353391

15557	0.975477267145	17	415	376.822657477

26560	0.758199235965	5	112	105.395645055

26561	0.0116367655816	5	97	121.830782945

15556	7.34233935488e-11	17	161	257.363096122

15551	0.927883845577	17	212	192.07979194

15550	0.0194768435061	17	44	59.9127498457

15553	9.61898930324e-05	17	167	220.682893258

15552	0.000684245632678	17	225	277.224674762

393	0.16812592116	19	8	11.8064110646

392	0.547126512395	19	22	22.1091606295

391	0.172777522503	19	8	11.7404885353

390	0.500390685289	19	81	81.6580620288

397	0.000233748233137	19	12	29.4607941092

396	5.54362740093e-12	19	30	84.9473615412

395	0.00271538110669	19	12	25.2656820502

394	0.999995988613	19	49	24.4795424345

399	0.000221231713703	19	12	29.5505484507

398	1.0	19	203	114.680404401

15558	0.999999955183	17	779	639.754524091

32224	0.0517869118558	2	31	41.7223085014

32225	7.17552116607e-11	2	3	32.0641451178

32226	0.998348089578	2	76	53.7436331098

32227	0.520744902419	2	118	118.101156212

32220	0.999986392914	2	54	29.2271893922

32221	0.7596128494	2	279	268.042160487

32222	0.737575934522	2	15	13.2880983877

32223	6.3121290045e-06	2	108	160.737203664

32228	0.99982773352	2	56	33.824327723

32229	0.0440809091481	2	32	43.3965807246

3748	6.19475566178e-05	22	44	75.4298024068

3749	0.998888805091	22	626	553.184960883

3746	0.00605236563066	22	50	70.6733628136

3747	0.906719959846	22	164	148.296871586

3744	0.691868437491	22	710	697.390884836

3745	0.196246399706	22	29	34.5671749829

3742	0.985332919604	22	35	24.1950234063

3743	0.995591773619	22	173	141.404526114

3740	0.526982703154	22	5	5.51130091651

3741	0.92782517854	22	75	63.6733271695

31162	0.597906904517	2	77	75.5031332645

31163	1.64564518446e-05	2	47	82.3289258654

21930	0.999683089446	10	118	85.2401880324

21931	6.79312900898e-06	10	17	42.7013845429

21932	0.769115536727	10	108	101.176570822

21933	0.565499677204	10	74	73.2513681846

21934	0.999956038454	10	415	340.758579543

21935	0.899080847652	10	66	56.7856495862

21936	0.864168314157	10	169	155.750693869

21937	0.733555050241	10	464	451.354402144

21938	0.999999948717	10	209	141.750119841

21939	0.0290344166656	10	10	18.0906840916

31168	0.523135495542	2	28	28.3581036856

19973	0.99603539574	12	47	31.6159844315

31169	0.983937876635	2	13	7.20956848838

19972	0.460478783351	12	10	10.9950581513

19971	0.748149573991	12	93	87.3453572602

19970	0.98316331479	12	81	63.9521053613

29232	0.999999999895	3	111	57.25967632

16709	0.98190325428	14	25	16.4741305713

16708	0.99724230844	14	86	63.3388958656

6819	0.730857552213	20	243	234.187232198

6818	0.949946655161	20	123	106.274753761

19975	0.28091354657	12	20	23.4146486406

6811	0.00367983375409	20	2	9.65201293893

6810	0.0901837476289	20	73	85.7661301428

6813	0.960656837706	20	9	5.1921385443

6812	0.999999944649	20	39	14.9071195538

6815	0.631970108192	20	124	120.941838228

6814	7.98756448793e-06	20	42	77.3485262539

6817	2.60204841532e-06	20	101	154.760357528

6816	0.999998126859	20	22	7.14040827052

9757	0.541078651337	19	9	9.35242620706

9756	0.999998042999	19	80	45.9976817121

9755	0.427611073732	19	22	23.5462878522

9754	0.000230406870817	19	1	10.8478065582

9753	0.457327129747	19	12	13.0526607834

9752	0.879940778072	19	1	0.594395068014

9751	0.999922037671	19	231	178.781744662

9750	0.999999999999	19	219	131.504993458

19979	0.0694738371697	12	4	8.61387714999

9759	0.882241265472	19	76	66.7473119981

9758	8.18087567844e-10	19	25	69.3265259148

24146	0.0866007712782	7	0	2.44644655724

24147	0.973608030016	7	18	11.5113292671

24144	2.41919604647e-05	7	77	119.1641658

19978	0.796956757836	12	56	50.6438503948

24142	0.135084814481	7	78	88.8528356794

24143	0.12402368371	7	87	98.927906143

24140	1.7699839245e-06	7	108	164.404309619

24141	0.0357787620635	7	87	105.63197347

37308	0.683930388151	1	104	99.8466156158

37309	0.0139765897431	1	119	145.341290278

24148	0.623106487589	7	124	121.198279204

24149	0.000153519715413	7	242	303.308105963

37078	3.83855021567e-33	1	59	204.300302101

37079	0.422930961046	1	0	0.860546325914

33757	0.560450100195	1	117	116.024917746

33756	1.59642507903e-05	1	9	28.8589405464

33755	5.99143091887e-16	1	80	175.297853962

33754	0.156472676083	1	0	1.85487387796

33753	0.109147215966	1	33	41.317970627

33752	0.874682129717	1	50	42.9278905782

33751	0.999640468407	1	35	19.099811632

33750	0.999640422348	1	11	3.58792593347

30334	0.00116389226992	3	21	39.0644219137

30226	0.476046437947	3	22	22.9544281261

30336	1.52575296852e-08	3	21	58.4977645922

30337	0.999994254631	3	196	141.392724701

30330	0.00103959472154	2	66	95.0465683532

24866	1.0	4	425	288.189423675

30332	1.35069194968e-10	2	1	26.0218808533

30227	0.00611353682706	3	48	68.2872700086

30338	0.00019256698075	3	73	108.462140454

30224	2.47216262242e-05	3	44	77.5161194473

30225	9.25078849552e-07	3	298	388.82819612

30222	0.414432348299	3	48	50.1897729906

30223	0.561508418488	3	68	67.3927311644

30220	0.0163880088836	2	197	229.214577696

30221	0.64239751082	2	118	114.737271191

35218	1.0	1	64	12.5086911306

35219	0.859840777254	1	10	7.52780100483

35214	0.00154462770776	1	3	12.5082112999

35215	0.374542438865	1	0	0.982050161042

35216	0.00145987845915	1	9	22.0492579845

35217	0.00769880182004	1	46	65.2197411955

35210	1.0	1	173	67.8305321261

35211	0.554993704155	1	4	4.38014713108

35212	0.71544274298	1	411	400.223298281

35213	0.159013961753	1	6	9.57880405836

23266	0.287040537753	7	14	16.9228877135

23267	0.999581871765	7	32	17.1114047236

23264	0.0453593740318	7	10	17.1695004997

23265	0.0116567388973	7	1	6.46164698546

23262	0.0162138980915	8	97	120.352399346

23263	0.466172149522	7	67	68.3674267684

23260	0.973260472348	8	67	53.0062025941

23261	0.795662331242	8	112	104.125054975

23268	0.00627677368711	7	109	137.917290323

23269	3.59908844135e-20	7	62	164.90284684

10703	0.0312178847138	19	62	78.5885930845

23753	0.760743520249	7	19	16.6940957302

10702	0.999815057086	19	185	141.286511987

10701	0.156326917875	19	2	4.66037183301

10700	0.999999712511	19	153	99.7382976366

10707	0.279904621995	19	299	309.8738559

10706	0.264575659142	19	72	78.1621297016

10705	0.000249775699116	19	167	216.859248344

10704	0.744886732104	19	27	24.3501132915

6778	0.999340495598	20	64	42.1664473214

6779	0.386324240741	20	245	250.222440215

6774	0.999539330136	20	71	47.1594954592

6775	0.963908537053	20	11	6.56561001542

6776	0.729308179945	20	171	163.79011775

6777	0.854253493233	20	15	11.8616927616

6770	0.967890509887	20	15	9.44779869312

6771	4.65785339483e-05	20	10	28.9133051894

6772	0.912793675774	20	9	6.04712609644

6773	0.999984016255	20	50	26.5384939628

23751	0.451614749013	7	0	0.794925787779

23756	0.893516651427	7	100	88.6858374823

23757	0.00188710155469	7	62	88.4623604366

32601	0.970519089015	2	21	14.0331302927

24376	0.91194371096	7	598	566.17502801

5058	9.91683610947e-20	21	62	163.283113547

5059	0.000107576057001	21	314	384.945471517

5054	0.437273519715	21	46	47.7533356703

5055	0.210879243701	21	323	338.334698644

5056	0.580622454713	21	116	114.483234194

5057	0.000125811229858	21	167	219.626047303

5050	3.09566313404e-06	21	17	43.9668488819

5051	6.17612247966e-06	21	108	160.801313908

5052	0.110371248522	21	0	2.20390560911

5053	0.00218776060265	21	192	234.968419283

38569	1.0	1	49	12.7674014981

38568	0.999999999767	1	24	5.09379684841

38561	0.00690512740548	1	188	224.531009945

38560	1.06749388006e-06	1	100	155.978638093

38563	0.0279599646151	1	86	105.695866807

38562	0.433914591857	1	17	18.3754290243

38565	0.0808352334251	1	16	23.0415318861

38564	5.23638278707e-07	1	59	105.692596492

38567	0.000370687923199	1	1	10.3273721363

22291	0.94929572672	9	128	110.973314371

18893	0.980647743502	14	52	39.0607641105

18892	0.0068473412605	14	131	162.008323456

18891	0.976386412073	14	146	123.934666315

18890	1.80274606563e-07	14	80	135.362202848

18897	0.000750643942365	14	25	45.2500744584

18896	0.490272325696	14	0	0.712794275532

18895	0.53735290339	14	48	48.0162368993

18894	0.869253696871	14	165	151.633687741

18899	1.50709347342e-12	14	4	38.7801734409

18898	0.684894607356	14	28	26.1687935312

36178	0.0990873826636	1	57	67.9931702732

36179	0.00792526977627	1	3	10.3607400592

36174	1.20701418146e-05	1	1	14.0351677471

36175	0.622983831767	1	39	37.7277249183

36176	0.13792439941	1	138	151.894862182

36177	8.874844156e-05	1	51	83.4737798465

36170	0.0837823528137	1	34	43.4328482793

36171	0.999999990922	1	50	20.4060121855

36172	0.872142758147	1	55	47.6160259725

36173	0.204245728329	1	56	63.1157120537

18769	0.990256118317	14	177	148.325415803

18768	0.000703401779447	14	268	324.454497415

33528	0.999999399833	1	28	9.8769051772

33529	0.342784401504	1	32	35.0342963278

18761	0.0780503561365	14	13	19.5906585719

18760	8.70436948257e-14	14	298	444.675138113

18763	0.800857585965	14	209	197.674037692

18762	0.233728367967	14	103	111.240115436

18765	0.000140588688235	14	194	249.823863612

18764	6.58974947e-07	14	58	103.871728604

18767	4.67141757465e-09	14	73	134.482246323

18766	0.975439822554	14	87	70.5172618185

38874	0.243013272878	1	7	9.75594645671

38873	0.813022988609	1	28	24.1711370197

24639	0.018656822422	6	5	12.1375819534

38872	0.996355935889	1	108	83.0477969601

24637	0.9863621443	6	13	7.05684979343

38871	0.909272669181	1	97	85.0527714314

8035	0.000880879869967	19	67	96.7427963414

8034	0.0578329632329	19	54	67.1319734619

8037	0.946231832568	19	209	187.221559803

8036	0.524430159295	19	11	11.4608005609

8031	1.0	19	72	18.3060732427

8030	0.000710291412284	19	0	7.2498352323

8033	0.00428707597607	19	11	23.0580010944

8032	0.353193069717	19	66	69.7890107369

8039	0.215774457846	19	110	119.146517137

8038	0.999999999996	19	199	117.850388141

12589	5.76587954522e-10	18	30	77.6628774352

12588	0.9845155763	18	11	5.77516539898

38870	0.999993509712	1	238	177.493245931

12583	8.8215622698e-06	18	94	142.776422673

12582	0.996256760276	18	8	2.99257877785

12581	0.0017549684842	17	152	191.622910894

12580	0.997353982435	17	535	473.69279626

12587	0.763421294281	18	25	22.2063526873

12586	0.000570479077093	18	2	11.8956645124

12585	0.427100235935	18	15	16.4052922689

12584	0.999997331545	18	169	117.088170374

37388	0.974933754597	1	163	139.873395037

13988	0.17135926515	19	0	1.76399296063

13989	7.61226362343e-06	19	61	102.11855797

13984	0.0107191124913	18	48	66.5134452533

13985	0.100612706693	18	247	268.326074088

13986	0.0258987350857	18	716	769.99683193

13987	0.00300241465718	18	141	176.925190508

13980	0.17246452843	18	418	438.289038653

13981	0.22975262138	18	51	57.1646789308

13982	0.000329171401194	18	34	58.7453269027

13983	0.99999999397	18	235	158.663839092

38976	0.172214800414	1	24	29.6601273775

38977	0.999999922294	1	23	6.38995723458

38974	1.0	1	243	122.852083708

13678	0.999999999961	19	164	94.6644124099

13679	0.902628920629	19	166	150.485149688

13672	0.974358165257	19	102	84.168202291

13673	0.999999954067	19	193	128.525389506

13670	0.0587690208892	19	12	19.0701329588

13671	1.92738225019e-06	19	33	67.978442964

13676	0.239767098692	19	258	270.204353791

13677	0.747122711333	19	109	102.846548446

13674	0.0424903074802	19	35	46.9574467425

13675	0.995161916841	19	206	171.675149506

16002	0.974305985639	16	19	12.2541462776

16003	0.130948536183	16	6	9.98723254998

16000	0.44809170743	17	219	221.606116751

16001	0.999999213346	16	51	24.3849978741

5869	1.0	20	160	80.9812934562

5868	0.683393859414	20	55	52.1837840353

16004	0.999999870607	16	37	14.2230771344

16005	0.999999999999	16	47	13.9728177127

5865	0.995553008977	20	57	40.021888298

5864	0.99999999591	20	250	170.130486468

5867	0.987697887455	20	78	60.3858456037

5866	0.0113455973615	20	7	15.7885092904

5861	0.333659570222	20	6	7.83720332047

5860	0.999927044865	20	19	7.26523311244

5863	0.31946786072	20	9	11.1974928996

5862	0.999999996164	20	37	12.3711574137

17359	0.685852074562	15	43	40.5475922985

17358	0.97629640914	15	42	30.9998626518

17355	0.999999994169	15	51	20.7296724996

17354	0.00638270562224	15	4	12.2490136509

17357	0.000314244274943	15	12	28.9753681652

17356	1.0	15	54	16.5296348046

17351	0.999999959925	16	328	240.733188634

17350	0.999983451965	16	457	374.516268435

17353	0.917425684842	15	17	12.4656363566

17352	0.368877355458	15	0	0.997291060222

37577	0.999984882748	1	17	5.40560350915

19588	0.260232758112	12	48	53.2862258068

19589	0.45370710588	12	121	122.953875824

19586	0.980813371191	12	40	28.8583429761

19587	0.89340502709	12	189	173.037911324

19584	0.844068748221	12	11	8.55343056322

19585	0.776723170165	12	10	8.37760772333

19582	0.0178559841747	12	2	7.66381386648

19583	0.00789665282638	12	6	14.9461709342

19580	0.972270973147	12	96	79.0435217849

19581	0.000657866000195	12	21	40.2192629241

20869	0.116886225836	11	68	79.0076984206

20868	0.999997818265	11	33	13.5492551255

20865	0.999999966018	11	88	47.0720178568

20864	1.4168469743e-05	11	19	44.4490343948

20867	0.978114646553	11	54	41.0893265297

20866	0.995603429585	11	12	5.49165081568

20861	0.0745511266826	11	291	317.001922214

20860	0.00547824177554	11	53	74.5108693536

20863	0.999838284545	11	57	34.500964695

20862	0.00888269985874	11	231	269.639086417

5937	6.45852683793e-27	19	51	170.247178578

5936	0.99675783992	19	76	55.2424125136

5935	0.000352019442908	19	8	22.7447369156

33035	0.998367671714	2	59	39.7417590604

16117	0.999957086627	17	88	56.6470256808

5933	0.265527737549	19	1	2.60964555388

16111	0.976927243341	17	14	8.30672221722

16112	0.0294760200193	17	58	74.3373987192

16113	0.252423549108	17	182	191.827436299

33032	0.181591999013	2	0	1.70599287208

7944	0.0105570874875	20	31	46.4606674721

7945	0.789778984909	20	12	10.0187188495

7946	0.0288430532473	20	24	35.3199463854

7947	4.76163032902e-09	20	11	43.4239467881

7940	0.741826500652	20	173	165.25542154

9194	0.992305655632	20	100	78.277848673

7942	0.0405385604023	20	14	22.3854074186

7943	0.999950425103	20	34	16.5090938228

9199	0.421300884769	20	346	350.376690421

9198	0.824477950413	20	598	576.138999954

7948	0.359614069844	20	38	40.9442413691

7949	0.999999668925	20	89	50.4504879827

37438	1.54347673659e-05	1	21	47.204923132

16918	0.395488762043	16	305	310.323559824

16919	0.0789277868034	16	84	98.3310646559

16914	0.217147760914	16	57	63.8069172637

16915	0.687650384391	16	27	25.1758545045

16916	0.28165356182	16	69	74.6008022582

16917	0.939162126711	16	190	170.088691442

16910	0.629390032009	16	14	13.4416725643

16911	0.996611001374	16	265	223.948867587

16912	1.0	16	39	7.69654070588

16913	2.88326692756e-16	16	30	99.474107045

12208	4.55265418414e-05	19	9	27.3498253036

12209	1.97263886385e-05	19	108	157.313716637

35645	0.970577349198	1	733	683.676089748

12204	0.998183856425	19	65	44.8383358373

12205	0.737838335226	19	10	8.72688720007

12206	0.000918589116219	19	14	30.0040817387

12207	0.00162593268748	19	25	43.5743363118

12200	0.652512395288	19	336	329.523808798

12201	0.000358653159265	19	542	625.327222367

12202	0.0681291847825	19	0	2.68634959988

12203	0.631895194863	19	24	23.0337861123

29358	0.979189508289	3	100	81.5908826202

29359	4.36603546144e-05	3	50	83.9261805839

10518	0.818370890488	20	18	15.0155653032

10519	0.0302721801602	20	10	18.006286701

10512	0.229203321788	20	0	1.47314580128

10513	0.00527036203756	20	71	95.5423366975

10510	0.981871362145	20	165	140.15987201

10511	0.999999144991	20	191	132.832029351

10516	1.0	20	55	10.7425877106

10517	0.137632948393	20	4	7.42492172987

10514	0.166185048655	20	55	63.2121718037

10515	0.861209058463	20	49	42.4070212898

8866	1.34693060667e-05	21	61	100.73332289

8867	0.030511062751	21	234	264.542064054

8864	0.999964932255	19	156	112.034202459

8865	0.665088494664	21	0	0.407835172498

8862	0.0123755040402	19	71	92.382855445

21409	0.161994634815	9	5	8.34051840884

8860	0.999999999985	19	164	93.3896223188

8861	0.943888375318	19	166	146.997581463

21404	0.922755104971	10	212	192.575451271

21405	0.224181978066	10	34	39.3210026657

21406	0.0239909184651	10	33	46.4700638835

21407	0.99389624609	10	187	155.401058724

21400	0.562470979187	10	20	19.9619696781

21401	0.847535661405	10	29	24.4294905502

8868	0.975479679901	21	24	16.1478804882

8869	0.10132976283	21	3	6.65958316029

37437	0.72719523835	1	20	18.0440625122

26834	0.274308811444	4	0	1.29350075817

26835	0.328450225069	4	61	65.2196658872

26836	0.345952660364	4	69	73.0257019759

26837	0.999459136114	4	95	67.1645516216

26830	0.999990369272	4	52	27.4320856305

26831	0.00828417553716	4	5	13.3948301017

26832	0.841420545188	4	24	20.0323142303

26833	0.998395715578	4	6	1.65307308327

26838	0.00028991700299	4	19	39.078129831

26839	0.0901771816329	4	4	8.17242293153

37434	1.53774757733e-05	1	9	28.9122661733

37435	0.00018472494261	1	33	58.735626955

37432	0.000683755941122	1	32	54.5114922752

19511	0.000135174121769	12	167	219.341055136

24579	0.835973985764	7	144	133.221995249

24578	5.34592266985e-06	7	87	135.573763185

24577	0.0328893362889	7	34	46.6476763052

24576	2.2661590963e-05	7	47	81.6037925325

24575	6.05690561451e-06	7	8	28.529574076

24574	0.0924028811958	7	19	26.1398524155

24573	0.248506975363	7	0	1.39228436397

24572	0.992244342024	7	301	261.564168278

24571	0.0336430534617	7	367	403.873709081

24570	0.408126477019	7	117	120.204851459

28409	0.6003026207	4	69	67.5681176645

28408	0.99999905778	4	17	4.39758747349

344	1.0	19	49	8.57586701453

28403	0.499792818343	4	171	171.673585057

28402	0.0123638072206	4	7	15.6435818491

28401	0.709708471816	4	464	452.858483544

28400	0.692883286355	4	65	61.6684122458

28407	0.997941774463	4	41	25.7936881545

28406	0.999999999998	4	101	46.8360507748

28405	0.0138301668221	4	47	64.5183228396

28404	0.0404954036152	4	2	6.58229620691

37433	1.0	1	77	15.4702032526

19510	0.707242786593	12	51	47.847663247

29342	0.40619138252	3	88	90.9199929269

34329	0.220695947738	1	28	32.9849482964

34328	0.0106026385998	1	81	104.289573012

34327	0.021351345687	1	31	44.4688923551

34326	0.0594550321586	1	11	17.8201330689

34325	0.999999955278	1	119	70.3023607216

34324	0.141644375442	1	25	31.4874396114

34323	7.47384371493e-05	1	0	9.50151604462

34322	0.993751825113	1	59	42.4020237486

34321	1.0	1	67	17.362169574

34320	0.257909179806	1	6	8.4837943963

345	0.449166994128	19	73	74.7685774541

35058	0.165948084167	1	150	162.890525177

35059	0.999988021094	1	12	2.91424551297

35056	0.879308884022	1	37	30.9320563027

35057	0.946425938843	1	78	65.233566494

35054	1.01477025841e-15	1	17	74.573126399

35055	0.0551896133674	1	86	102.385884038

35052	1.0	1	73	18.9169646653

35053	0.996579366972	1	260	219.410195242

35050	0.969095893593	1	177	153.924914733

35051	0.994538309269	1	15	7.64073505214

